epoch,train_loss,test_acc
1,3.509409409711871,0.037226001511715796
2,3.503262645127822,0.03826530612244898
3,3.503125823994793,0.035808767951625096
4,3.5036195556683154,0.03524187452758881
5,3.503333073669731,0.036564625850340135
6,3.503356706438331,0.035147392290249435
7,3.503376090787886,0.03665910808767952
8,3.503219615124611,0.03713151927437642
9,3.5006589864747415,0.03826530612244898
10,3.5004727849434114,0.036753590325018896
11,3.5004703611112955,0.035147392290249435
12,3.5005122161866677,0.036753590325018896
13,3.5005295074355485,0.03826530612244898
14,3.5003875143493746,0.037226001511715796
15,3.500361126431532,0.03665910808767952
16,3.4992435065436704,0.036753590325018896
17,3.4992482759064107,0.038170823885109596
18,3.4991983717711515,0.03826530612244898
19,3.49930375066564,0.03826530612244898
20,3.499203688433381,0.038170823885109596
21,3.499121548682564,0.038170823885109596
22,3.4991376158962266,0.036564625850340135
23,3.4986362946547076,0.03826530612244898
24,3.4986260201745383,0.038170823885109596
25,3.4987005804491513,0.038170823885109596
26,3.4986938007474397,0.03826530612244898
27,3.498683962061472,0.03826530612244898
28,3.4987579665666986,0.03826530612244898
29,3.4986137404463458,0.03826530612244898
30,3.4984146894961707,0.03826530612244898
31,3.4984200550855693,0.03826530612244898
32,3.4983572744548277,0.038170823885109596
