epoch,train_loss,test_acc
1,0.5916009708860283,0.7471655328798186
2,0.5624164211055516,0.7446145124716553
3,0.5483102319819835,0.7422524565381708
4,0.5382592390137932,0.7466931216931217
5,0.5294483721007058,0.746031746031746
6,0.5233620554676881,0.747260015117158
7,0.5165574952413751,0.7475434618291761
8,0.5119200352377322,0.7473544973544973
9,0.5084534788170572,0.7466931216931217
10,0.5021549995326193,0.7470710506424793
11,0.4991491570420604,0.7462207105064248
12,0.49355173856019974,0.7448979591836735
13,0.4926820532608853,0.7423469387755102
14,0.48669598590135954,0.7442365835222978
15,0.4850678046222337,0.7448979591836735
16,0.48196895748749236,0.7458427815570673
17,0.47787176999907577,0.7417800453514739
18,0.4796758656541712,0.7448979591836735
19,0.47224312969194815,0.7453703703703703
20,0.4702121251416185,0.7446145124716553
21,0.4683762477119175,0.7449924414210128
22,0.4657965518412049,0.7423469387755102
23,0.46239251557608063,0.7414021164021164
24,0.4605124651213991,0.7428193499622071
25,0.45984202810458963,0.7427248677248677
26,0.4555985597233293,0.7415910808767952
27,0.45357895590919645,0.7421579743008314
28,0.4544164759898171,0.7410241874527589
29,0.4490942048235886,0.7413076341647771
30,0.44868600545718546,0.7383786848072562
31,0.4456191051838313,0.7389455782312925
32,0.44465429493349656,0.7420634920634921
33,0.4428392340431239,0.7388510959939532
34,0.4388389427868476,0.7397959183673469
35,0.4402162247980281,0.7399848828420257
36,0.4403261301095914,0.73932350718065
37,0.43608224522801103,0.7389455782312925
