epoch,train_loss,test_acc
1,0.5642080563131103,0.7465986394557823
2,0.5578206044284575,0.747260015117158
3,0.5552655244225007,0.7474489795918368
4,0.5539384556262672,0.7485827664399093
5,0.55103160427406,0.7506613756613757
6,0.5514781650434546,0.74848828420257
7,0.5492494013709546,0.7479213907785336
8,0.5496209593136384,0.7489606953892668
9,0.547677700583086,0.7481103552532123
10,0.5443523504115917,0.7475434618291761
11,0.5459271287791944,0.748015873015873
12,0.5477040329397581,0.7483938019652305
13,0.5458816412501234,0.7467876039304611
14,0.542144402782753,0.7474489795918368
15,0.5404755481246377,0.7471655328798186
16,0.5408135351365205,0.7454648526077098
17,0.5396528213157495,0.7473544973544973
18,0.538326368873442,0.7482048374905518
19,0.5382444693770989,0.7469765684051398
20,0.5379794196522064,0.7479213907785336
21,0.5350139096987491,0.7485827664399093
22,0.5328829540326933,0.7477324263038548
23,0.5362534379573907,0.7469765684051398
24,0.5355004656747355,0.749244142101285
25,0.5306242561124079,0.7463151927437641
26,0.5294785956068645,0.7486772486772487
27,0.5308353893025212,0.7470710506424793
28,0.5264354350097415,0.7478269085411943
29,0.5254721665418427,0.7493386243386243
30,0.5250194626082458,0.749244142101285
31,0.5257132755971189,0.7482048374905518
32,0.5307196684615322,0.7476379440665155
33,0.5246598610171566,0.7475434618291761
34,0.5227391959272905,0.7493386243386243
35,0.5217679304240422,0.7489606953892668
